officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Sec-B Indira Nagar S.O,226016,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,,Lucknow,UTTAR PRADESH,0522-2782780,,Lucknow Chowk H.O,,
Sec-d Indiranagar S.O,226016,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-2782780,,Lucknow G.P.O. ,,
Secretariat S.O (Lucknow),226001,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-22381139,,Lucknow G.P.O. ,,
Shia Lines S.O,226002,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-2780260,,Lucknow G.P.O. ,,
Shivaji Marg S.O (Lucknow),226018,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-2262009,,Lucknow Chowk H.O,,
Singar Nagar S.O,226005,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-278278,,Lucknow Chowk H.O,,
Sujanpura S.O,226005,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-2782780,,Lucknow Chowk H.O,,
Sunderbagh S.O,226018,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-2638704,,Lucknow Chowk H.O,,
Topkhana Bazar S.O,226002,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-2782780,,Lucknow G.P.O. ,,
Triveni Nagar S.O,226020,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-1100000,,Lucknow Chowk H.O,,
Victoriaganj S.O,226003,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-2651190,,Lucknow Chowk H.O,,
Vineet Khand S.O,226010,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-2782780,,Lucknow G.P.O. ,,
Vishwas Khand S.O,226010,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-4012538,,Lucknow G.P.O. ,,
Wazirganj S.O (Lucknow),226018,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-2782780,,Lucknow Chowk H.O,,
Yahiaganj S.O,226003,S.O,Non-Delivery,Lucknow,Lucknow  HQ,Uttar Pradesh,Lucknow,Lucknow,UTTAR PRADESH,0522-2782780,,Lucknow Chowk H.O,,
Lucknow G.P.O. ,226001,H.O,Delivery,Lucknow GPO,Lucknow  HQ,Uttar Pradesh,Lucknow ,Lucknow,UTTAR PRADESH,0522-2237908,,,,
25th PAC S.O,229001,S.O,Non-Delivery,Rae Bareilly,Lucknow  HQ,Uttar Pradesh,Rae Bareli ,Raebareli,UTTAR PRADESH,0535-2701803,,Raebarely H.O,,
Bus Station S.O (Raebareli),229001,S.O,Non-Delivery,Rae Bareilly,Lucknow  HQ,Uttar Pradesh,Rae Bareli ,Raebareli,UTTAR PRADESH,0535-2202838,,Raebarely H.O,,
Jawahar Vihar S.O,229010,S.O,Non-Delivery,Rae Bareilly,Lucknow  HQ,Uttar Pradesh,Raebareli,Raebareli,UTTAR PRADESH,,,Raebarely H.O,,
Lalganj (Raebareli) H.O,229206,H.O,Delivery,Rae Bareilly,Lucknow  HQ,Uttar Pradesh,Lalganj,Raebareli,UTTAR PRADESH,05315-245398,,,,
Raebarely H.O,229001,H.O,Delivery,Rae Bareilly,Lucknow  HQ,Uttar Pradesh,Raebarely,Raebareli,UTTAR PRADESH,0535-2211476,,,,
Raebarelykty S.O,229001,S.O,Non-Delivery,Rae Bareilly,Lucknow  HQ,Uttar Pradesh,Rae Bareli ,Raebareli,UTTAR PRADESH,0535-2202839,,Raebarely H.O,,
Satyanagar S.O (Raebareli),229001,S.O,Non-Delivery,Rae Bareilly,Lucknow  HQ,Uttar Pradesh,Rae Bareli ,Raebareli,UTTAR PRADESH,0535-2202834,,Raebarely H.O,,
Townhall S.O,229001,S.O,Non-Delivery,Rae Bareilly,Lucknow  HQ,Uttar Pradesh,Rae Bareli ,Raebareli,UTTAR PRADESH,,,Raebarely H.O,,
Wahabganj S.O,229305,S.O,Non-Delivery,Rae Bareilly,Lucknow  HQ,Uttar Pradesh,Salon,Raebareli,UTTAR PRADESH,,,Raebarely H.O,,
Zilaparisad S.O,229001,S.O,Non-Delivery,Rae Bareilly,Lucknow  HQ,Uttar Pradesh,Rae Bareli ,Raebareli,UTTAR PRADESH,,,Raebarely H.O,,
27 Bn. P.A.C. S.O,261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-270637,,Sitapur H.O,,
Alamnagar S.O,261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-244365,,Sitapur H.O,,
Avas Vikas Colony S.O (Sitapur),261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-270832,,Sitapur H.O,,
Bus Stand S.O,261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-249866,,Sitapur H.O,,
Eye Hospital S.O,261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-244376,,Sitapur H.O,,
Jail Road S.O (Sitapur),261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-244375,,Sitapur H.O,,
Lohar Bagh S.O,261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-244577,,Sitapur H.O,,
Mishrikh Tirth S.O,261401,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Mishrikh,Sitapur,UTTAR PRADESH,05865-222270,,Sitapur H.O,,
Nai Basti S.O (Sitapur),261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-244366,,Sitapur H.O,,
Old Town S.O (Sitapur),261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-244370,,Sitapur H.O,,
R.P.V. S.O,261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-270832,,Sitapur H.O,,
Second Bn. P.A.C. S.O,261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-244368,,Sitapur H.O,,
Sitapur City S.O,261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-242837,,Sitapur H.O,,
Sitapur H.O,261001,H.O,Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-271552,,,,
Sitapur Kutchehry S.O,261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-244373,,Sitapur H.O,,
Vijay Laxmi Nagar S.O,261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-244371,,Sitapur H.O,,
Xi Bn. P.A.C. S.O,261001,S.O,Non-Delivery,Sitapur,Lucknow  HQ,Uttar Pradesh,Sitapur,Sitapur,UTTAR PRADESH,05862-244374,,Sitapur H.O,,
Amethi H.O,227405,H.O,Delivery,Sultanpur,Lucknow  HQ,Uttar Pradesh,Amethi,Sultanpur,UTTAR PRADESH,05362-268672,,,,
Bus Station S.O (Sultanpur),228001,S.O,Non-Delivery,Sultanpur,Lucknow  HQ,Uttar Pradesh,Sultanpur Sadar,Sultanpur,UTTAR PRADESH,05362-241041,,Sultanpur (Avadh) H.O,,
Civil Lines Sultanpur S.O,228001,S.O,Non-Delivery,Sultanpur,Lucknow  HQ,Uttar Pradesh,Sultanpur Sadar,Sultanpur,UTTAR PRADESH,05362-240269,,Sultanpur (Avadh) H.O,,
Karaundia S.O,228001,S.O,Non-Delivery,Sultanpur,Lucknow  HQ,Uttar Pradesh,Sultanpur Sadar,Sultanpur,UTTAR PRADESH,05362-240239,,Sultanpur (Avadh) H.O,,
Khairabad S.O (Sultanpur),228001,S.O,Non-Delivery,Sultanpur,Lucknow  HQ,Uttar Pradesh,Sultanpur Sadar,Sultanpur,UTTAR PRADESH,05362-240239,,Sultanpur (Avadh) H.O,,
Loco Colony S.O,228001,S.O,Non-Delivery,Sultanpur,Lucknow  HQ,Uttar Pradesh,Sultanpur Sadar,Sultanpur,UTTAR PRADESH,05362-240239,,Sultanpur (Avadh) H.O,,
Shyamnagar S.O (Sultanpur),228001,S.O,Non-Delivery,Sultanpur,Lucknow  HQ,Uttar Pradesh,Sultanpur Sadar,Sultanpur,UTTAR PRADESH,05362-240619,,Sultanpur (Avadh) H.O,,
Sultanpur (Avadh) H.O,228001,H.O,Delivery,Sultanpur,Lucknow  HQ,Uttar Pradesh,Sultanpur Sadar,Sultanpur,UTTAR PRADESH,05362-240239,,,,
Sultanpur City S.O,228001,S.O,Non-Delivery,Sultanpur,Lucknow  HQ,Uttar Pradesh,Sultanpur Sadar,Sultanpur,UTTAR PRADESH,05362-240238,,Sultanpur (Avadh) H.O,,
Almora Court S.O,263601,S.O,Non-Delivery,Almora,Dehradun,Uttarakhand,Almora,Almora,UTTARAKHAND,05962-230054,,Almora H.O,,
Almora H.O,263601,H.O,Delivery,Almora,Dehradun,Uttarakhand,Almora,Almora,UTTARAKHAND,05962-230019,,,,
Baldhoti S.O,263601,S.O,Non-Delivery,Almora,Dehradun,Uttarakhand,Almora,Almora,UTTARAKHAND,05962-234305,,Almora H.O,,
Collectorate Bageshwar S.O,263642,S.O,Non-Delivery,Almora,Dehradun,Uttarakhand,Bageshwar,Bageshwar,UTTARAKHAND,05963-220065,,Almora H.O,,
Lala Bazar S.O,263601,S.O,Non-Delivery,Almora,Dehradun,Uttarakhand,Almora,Almora,UTTARAKHAND,05962-234008,,Almora H.O,,
Laxmeshwar S.O,263601,S.O,Non-Delivery,Almora,Dehradun,Uttarakhand,Almora,Almora,UTTARAKHAND,05962-233228,,Almora H.O,,
Pokharkhali S.O,263601,S.O,Non-Delivery,Almora,Dehradun,Uttarakhand,Almora,Almora,UTTARAKHAND,05962-234056,,Almora H.O,,
Ranikhet H.O,263645,H.O,Delivery,Almora,Dehradun,Uttarakhand,Almora,Almora,UTTARAKHAND,05966-221330,,,,
Ranikhet Kutchery S.O,263645,S.O,Non-Delivery,Almora,Dehradun,Uttarakhand,Ranikhet,Almora,UTTARAKHAND,05966-220619,,Ranikhet H.O,,
Ranikhet Sadar Bazar S.O,263645,S.O,Non-Delivery,Almora,Dehradun,Uttarakhand,Ranikhet,Almora,UTTARAKHAND,05966-220642,,Ranikhet H.O,,
Vikas Bhawan Almora S.O,263601,S.O,Non-Delivery,Almora,Dehradun,Uttarakhand,Almora,Almora,UTTARAKHAND,05962-232581,,Almora H.O,,
Gopeshwar Collectorate S.O,246401,S.O,Non-Delivery,Chamoli,Dehradun,Uttarakhand,Chamoli,Chamoli,UTTARAKHAND,01372-252184,,Gopeshwar H.O,,
Gopeshwar Degree College S.O,246401,S.O,Non-Delivery,Chamoli,Dehradun,Uttarakhand,Chamoli,Chamoli,UTTARAKHAND,01372-252108,,Gopeshwar H.O,,
Gopeshwar H.O,246401,H.O,Delivery,Chamoli,Dehradun,Uttarakhand,,Chamoli,UTTARAKHAND,01372-252108,,,,
Pallabazar S.O,246171,S.O,Non-Delivery,Chamoli,Dehradun,Uttarakhand,Rudraprayag,Rudraprayag,UTTARAKHAND,01364-233215,,Gopeshwar H.O,,
Sunil S.O,246443,S.O,Non-Delivery,Chamoli,Dehradun,Uttarakhand,Joshimath,Chamoli,UTTARAKHAND,01389-222219,,Gopeshwar H.O,,
Vishnupuram S.O,246443,S.O,Non-Delivery,Chamoli,Dehradun,Uttarakhand,Joshimath,Chamoli,UTTARAKHAND,01389-222916,,Gopeshwar H.O,,
Adm Block(BHEL) S.O,249403,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Hardwar,Haridwar,UTTARAKHAND,01334-227106,,Roorkee H.O,,
Araghar S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2679456,,Dehradun G.P.O. ,,
Arahat Bazar S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2629354,,Dehradun G.P.O. ,,
Arya Nagar S.O (Haridwar),249407,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Hardwar,Haridwar,UTTARAKHAND,01334-254617,,Roorkee H.O,,
Ballupur S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2722856,,Dehradun Cantt H.O,,
Bhimgoda S.O,249401,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Hardwar,Haridwar,UTTARAKHAND,01334-261776,,Roorkee H.O,,
Cannaught Place S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2659352,,Dehradun G.P.O. ,,
CDA(A.F) S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2742792,,Dehradun G.P.O. ,,
Dakra S.O,248003,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2752115,,Dehradun Cantt H.O,,
Dalanwala S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2657176,,Dehradun G.P.O. ,,
Dehradun Cantt H.O,248003,H.O,Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2759353,,,,
Dehradun City S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2657179,,Dehradun G.P.O. ,,
Dehradun G.P.O. ,248001,H.O,Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2655141,,,,
Dehradun Kty S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2627177,,Dehradun G.P.O. ,,
Dilaram Bazar S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2747167,,Dehradun G.P.O. ,,
Gandhi Road S.O (Haridwar),249408,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Hardwar,Haridwar,UTTARAKHAND,01334-240094,,Roorkee H.O,,
Ganesh Vatika S.O,247667,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Roorkee,Haridwar,UTTARAKHAND,01332-262559,,Roorkee H.O,,
Ganeshpur S.O,247667,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Roorkee,Haridwar,UTTARAKHAND,01332-272794,,Roorkee H.O,,
Govindgarh S.O (Dehradun),248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2530452,,Dehradun G.P.O. ,,
Gurukul Pharmecy S.O,249404,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Hardwar,Haridwar,UTTARAKHAND,01334-246181,,Roorkee H.O,,
Hathi Barkala S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2747184,,Dehradun G.P.O. ,,
I.I.T Roorkee S.O,247667,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Roorkee,Haridwar,UTTARAKHAND,01332-272332,,Roorkee H.O,,
I.M.A. S.O,248007,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2773462,,Dehradun Cantt H.O,,
I.N.C. S.O,248006,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2762688,,Dehradun Cantt H.O,,
Jwalapur Town S.O,249407,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Hardwar,Haridwar,UTTARAKHAND,01334-250450,,Roorkee H.O,,
Kailana S.O,248123,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Chakrata,Dehradun,UTTARAKHAND,01360-272218,,Dehradun Cantt H.O,,
Kanwali Road S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2727186,,Dehradun G.P.O. ,,
Karanpur S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2747184,,Dehradun G.P.O. ,,
Kaulagarh S.O,248003,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-8750305,,Dehradun Cantt H.O,,
Kingcraig S.O,248179,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2632837,,Dehradun Cantt H.O,,
Landaur S.O,248179,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2632831,,Dehradun Cantt H.O,,
Mayapur S.O (Haridwar),249401,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Hardwar,Haridwar,UTTARAKHAND,01334-227183,,Roorkee H.O,,
Naa S.O,248179,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2632833,,Dehradun Cantt H.O,,
Neshvilla Road S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2659350,,Dehradun G.P.O. ,,
Panditwari S.O,248007,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,,Dehradun,UTTARAKHAND,0135-2772805,,Dehradun Cantt H.O,,
Patel Nagar S.O (Dehradun),248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2720882,,Dehradun G.P.O. ,,
Railway Road Rishikesh S.O,249201,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Rishikesh,Dehradun,UTTARAKHAND,0135-2438219,,Dehradun G.P.O. ,,
Ramnagar S.O (Haridwar),247667,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Roorkee,Haridwar,UTTARAKHAND,01332-262388,,Roorkee H.O,,
Rispana S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2657194,,Dehradun G.P.O. ,,
Roorkee Cantt S.O,247667,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Roorkee,Haridwar,UTTARAKHAND,01332-272202,,Roorkee H.O,,
Roorkee City S.O,247667,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Roorkee,Haridwar,UTTARAKHAND,01332-262497,,Roorkee H.O,,
Roorkee H.O,247667,H.O,Delivery,Dehradun,Dehradun,Uttarakhand,Roorkee,Haridwar,UTTARAKHAND,01332-272122,,,,
Roorkee Kutchery S.O,247667,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Roorkee,Haridwar,UTTARAKHAND,01332-272701,,Roorkee H.O,,
Roshnabad Kutchery S.O,249403,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Hardwar,Haridwar,UTTARAKHAND,01334-239168,,Roorkee H.O,,
Sachivalaya Parisar S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2651531,,Dehradun G.P.O. ,,
Sapper Bazar S.O,247667,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Roorkee,Haridwar,UTTARAKHAND,01332-272714,,Roorkee H.O,,
Savoy Hotel S.O,248179,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2632836,,Dehradun Cantt H.O,,
Sayedwala S.O,248001,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2531776,,Dehradun G.P.O. ,,
Sector-III BHEL S.O,249403,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Hardwar,Haridwar,UTTARAKHAND,0135-232950,,Roorkee H.O,,
Shanti Nagar S.O,247667,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Roorkee,Haridwar,UTTARAKHAND,01332-272588,,Roorkee H.O,,
Shivalik Nagar S.O,249403,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Hardwar,Haridwar,UTTARAKHAND,01334-231360,,Roorkee H.O,,
Telbhawan S.O,248003,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2793147,,Dehradun Cantt H.O,,
Training Battalian S.O,247667,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Roorkee,Haridwar,UTTARAKHAND,01332-240625,,Roorkee H.O,,
Turner Road S.O,248002,S.O,Non-Delivery,Dehradun,Dehradun,Uttarakhand,Dehradun,Dehradun,UTTARAKHAND,0135-2640519,,Dehradun G.P.O. ,,
31 Bn PAC Rudarpur S.O,263153,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Kichha,Udham Singh Nagar,UTTARAKHAND,05944-244590,,Haldwani H.O,,
Bareilly Road S.O,263139,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Haldwani,Nainital,UTTARAKHAND,05946-252019,,Haldwani H.O,,
Bhotia Parao S.O,263139,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Haldwani,Nainital,UTTARAKHAND,05946-222061,,Haldwani H.O,,
Bindhukhatta S.O,262402,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Lalkuwan,Nainital,UTTARAKHAND,,,Haldwani H.O,,
COLLECTORATE PARISAR S.O,263153,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Kichha,Udham Singh Nagar,UTTARAKHAND,05944-244447,,Haldwani H.O,,
Haldwani H.O,263139,H.O,Delivery,Nainital,Dehradun,Uttarakhand,Haldwani,Nainital,UTTARAKHAND,05942-250144,,,,
Hariawala Chauraha S.O,244713,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,,,Nainital H.O,,
High Court S.O (Nainital),263001,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,05942-238004,,Nainital H.O,,
Industrial Area Kashipur S.O,244713,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Kshipur,Udham Singh Nagar,UTTARAKHAND,,,Haldwani H.O,,
Kaladhungi Road S.O,263139,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Haldwani,Nainital,UTTARAKHAND,05946-250679,,Haldwani H.O,,
Kila Street S.O,244713,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Kashipur,Udham Singh Nagar,UTTARAKHAND,05947-271083,,Haldwani H.O,,
Kumaon University Nainital S.O,263001,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,05942-231183,,Nainital H.O,,
Kusumkhera S.O,263139,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Haldwani,Nainital,UTTARAKHAND,,,Haldwani H.O,,
Nainital H.O,263001,H.O,Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,05942-236199,,,,
Nainital Kutchert Nainital S.O,263001,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,05942-231287,,Nainital H.O,,
Painth Parao S.O,263139,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Haldwani,Nainital,UTTARAKHAND,05946-250125,,Haldwani H.O,,
S.F. Bazpur S.O,262401,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Kashipur,Udham Singh Nagar,UTTARAKHAND,,,Haldwani H.O,,
Tallital S.O,263001,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Nainital,Nainital,UTTARAKHAND,05942-235704,,Nainital H.O,,
Vidyalayee Siksha Parisad Ramnagar ,244715,S.O,Non-Delivery,Nainital,Dehradun,Uttarakhand,Ramanagar,Nainital,UTTARAKHAND,,,Haldwani H.O,,
B.E.L. S.O,246149,S.O,Non-Delivery,Pauri,Dehradun,Uttarakhand,Kotdwara,Pauri Garhwal,UTTARAKHAND,01382-231912,,Kotdwara H.O,,
Bus Station Pauri S.O,246001,S.O,Non-Delivery,Pauri,Dehradun,Uttarakhand,Pauri,Pauri Garhwal,UTTARAKHAND,01368-223228,,Pauri H.O,,
Kamleshwar S.O,246174,S.O,Non-Delivery,Pauri,Dehradun,Uttarakhand,Srinagar ,Pauri Garhwal,UTTARAKHAND,01346-252118,,Pauri H.O,,
Kandoliya S.O,246001,S.O,Non-Delivery,Pauri,Dehradun,Uttarakhand,Pauri,Pauri Garhwal,UTTARAKHAND,01368-222305,,Pauri H.O,,
Kotdwara H.O,246149,H.O,Delivery,Pauri,Dehradun,Uttarakhand,Kotdwara,Pauri Garhwal,UTTARAKHAND,01382-224100,,,,
Kotdwara Railway Station S.O,246149,S.O,Non-Delivery,Pauri,Dehradun,Uttarakhand,Pauri,Pauri Garhwal,UTTARAKHAND,01382-222010,,Kotdwara H.O,,
Lansdowne H.O,246155,H.O,Delivery,Pauri,Dehradun,Uttarakhand,Lansdowne,Pauri Garhwal,UTTARAKHAND,01386-262245,,,,
Pauri H.O,246001,H.O,Delivery,Pauri,Dehradun,Uttarakhand,Pauri,Pauri Garhwal,UTTARAKHAND,01368-222230,,,,
Upper Bazar S.O,246001,S.O,Non-Delivery,Pauri,Dehradun,Uttarakhand,Pauri,Pauri Garhwal,UTTARAKHAND,01368-222208,,Pauri H.O,,
Collectorate Parisar,262523,S.O,Non-Delivery,Pithoragarh,Dehradun,Uttarakhand,,Pithoragarh,UTTARAKHAND,05965-230228,,Pithoragarh H.O,,
Collectorate S.O (Pithoragarh),262501,S.O,Non-Delivery,Pithoragarh,Dehradun,Uttarakhand,Pithoragarh,Pithoragarh,UTTARAKHAND,05964-225151,,Pithoragarh H.O,,
Pithoragarh H.O,262501,H.O,Delivery,Pithoragarh,Dehradun,Uttarakhand,Pithoragarh,Pithoragarh,UTTARAKHAND,05964-225150,,,,
