officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Hindaun H.O,322230,H.O,Delivery,Sawaimadhopur,Jaipur HQ,Rajasthan,Hindaun,Karauli,RAJASTHAN,07469-230250,,,,
Sawaimadhopur H.O,322001,H.O,Delivery,Sawaimadhopur,Jaipur HQ,Rajasthan,Sawaimadhopur,Sawai Madhopur,RAJASTHAN,07462-220450,,,,
Barmer H.O,344001,H.O,Delivery,Barmer,Jodhpur,Rajasthan,Barmer,Barmer,RAJASTHAN,02982-220065,,,,
Bikaner H.O,334001,H.O,Delivery,Bikaner,Jodhpur,Rajasthan,Bikaner,Bikaner,RAJASTHAN,0151-2204248,,,,
Churu H.O,331001,H.O,Delivery,Churu,Jodhpur,Rajasthan,Churu,Churu,RAJASTHAN,01562-250462,,,,
Ratangarh H.O,331022,H.O,Delivery,Churu,Jodhpur,Rajasthan,Ratangarh,Churu,RAJASTHAN,01567-222030,,,,
Chirawa H.O,333026,H.O,Delivery,Jhunjhunu,Jodhpur,Rajasthan,Chirawa,Jhujhunu,RAJASTHAN,01596-220107,,,,
Jhunjhunu H.O,333001,H.O,Delivery,Jhunjhunu,Jodhpur,Rajasthan,Jhunjhunu,Jhujhunu,RAJASTHAN,01592-232266,,,,
Jaisalmer H.O,345001,H.O,Delivery,Jodhpur,Jodhpur,Rajasthan,Jaisalmer,Jaisalmer,RAJASTHAN,02992-252407,,,,
Jodhpur H.O,342001,H.O,Delivery,Jodhpur,Jodhpur,Rajasthan,Jodhpur,Jodhpur,RAJASTHAN,0291-2636695,,,,
Didwana H.O,341303,H.O,Delivery,Nagaur,Jodhpur,Rajasthan,Didwana,Nagaur,RAJASTHAN,01580-220032,,,,
Makrana H.O,341505,H.O,Non-Delivery,Nagaur,Jodhpur,Rajasthan,MAKRANA,Nagaur,RAJASTHAN,01588-240102,,,,
Nagaur H.O,341001,H.O,Delivery,Nagaur,Jodhpur,Rajasthan,Nagaur,Nagaur,RAJASTHAN,01582-240712,,,,
Marwar Jn. H.O,306001,H.O,Delivery,Pali,Jodhpur,Rajasthan,Marwar Jn.,Pali,RAJASTHAN,02935-252515,,,,
Pali Marwar H.O,306401,H.O,Delivery,Pali,Jodhpur,Rajasthan,Pali,Pali,RAJASTHAN,02932-221397,,,,
Sikar H.O,332001,H.O,Delivery,Sikar,Jodhpur,Rajasthan,Sikar,Sikar,RAJASTHAN,01572-255370,,,,
Srimadhopur H.O,332715,H.O,Delivery,Sikar,Jodhpur,Rajasthan,Srimadhopur,Sikar,RAJASTHAN,01575-250119,,,,
Jalore H.O,343001,H.O,Delivery,Sirohi,Jodhpur,Rajasthan,Jalore,Jalor,RAJASTHAN,02973-223801,,,,
Sirohi H.O,307001,H.O,Delivery,Sirohi,Jodhpur,Rajasthan,Sirohi,Sirohi,RAJASTHAN,02972-222258,,,,
Hanumangarh Jn. H.O,335512,H.O,Delivery,Sriganganagar,Jodhpur,Rajasthan,Hanumangarh Jn.,Hanumangarh,RAJASTHAN,01552-260609,,,,
Sriganganagar H.O,335001,H.O,Delivery,Sriganganagar,Jodhpur,Rajasthan,Sriganganagar,Ganganagar,RAJASTHAN,0154-2445017,,,,
Anna Road H.O,600002,H.O,Delivery,Anna Road H.O,Chennai Region,Tamilnadu,Chennai,Chennai,TAMIL NADU,044-28520926,,,,
Arakkonam H.O,631001,H.O,Delivery,Arakkonam,Chennai Region,Tamilnadu,Arakkonam,Vellore,TAMIL NADU,04177-230520,,,,
Ranipet H.O,632401,H.O,Delivery,Arakkonam,Chennai Region,Tamilnadu,Walajapet Taluk,Vellore,TAMIL NADU,04172-272244,,,,
Chengalpattu H.O,603001,H.O,Delivery,Chengalpattu,Chennai Region,Tamilnadu,Chengalpattu,Kanchipuram,TAMIL NADU,044-27431438,,,,
Mylapore H.O,600004,H.O,Delivery,Chennai City Central,Chennai Region,Tamilnadu,Chennai,Chennai,TAMIL NADU,044-24642805,,,,
Thygarayanagar H.O,600017,H.O,Delivery,Chennai City Central,Chennai Region,Tamilnadu,Chennai,Chennai,TAMIL NADU,044-24346691,,,,
Park Town H.O,600003,H.O,Delivery,Chennai City North,Chennai Region,Tamilnadu,Tondiarpet Fort St George,Chennai,TAMIL NADU,044-25340651,,,,
St.Thomas Mount H.O,600016,H.O,Delivery,Chennai City South,Chennai Region,Tamilnadu,Saidapet,Kanchipuram,TAMIL NADU,044-22320694,,,,
Chennai G.P.O. ,600001,H.O,Delivery,Chennai GPO,Chennai Region,Tamilnadu,Chennai,Chennai,TAMIL NADU,044-25216766,,,,
Kanchipuram H.O,631501,H.O,Delivery,Kanchipuram,Chennai Region,Tamilnadu,Kancheepuram,Kanchipuram,TAMIL NADU,044-27222080,,,,
Tiruvallur H.O,602001,H.O,Delivery,Kanchipuram,Chennai Region,Tamilnadu,Tiruvallur,Tiruvallur,TAMIL NADU,044-27660233,,,,
Pondicherry H.O,605001,H.O,Delivery,Pondicherry,Chennai Region,Tamilnadu,Pondicherry,Pondicherry,PONDICHERRY,0413-2336532,,,,
Tindivanam H.O,604001,H.O,Delivery,Pondicherry,Chennai Region,Tamilnadu,Tindivanam,Villupuram,TAMIL NADU,04147-222191,,,,
Villupuram H.O,605602,H.O,Delivery,Pondicherry,Chennai Region,Tamilnadu,Villupuram,Villupuram,TAMIL NADU,04146-223717,,,,
Ambattur H.O,600053,H.O,Delivery,Tambaram,Chennai Region,Tamilnadu,Ambattur,Tiruvallur,TAMIL NADU,044-26245533,,,,
Avadi Camp H.O,600054,H.O,Delivery,Tambaram,Chennai Region,Tamilnadu,Ambattur,Tiruvallur,TAMIL NADU,044-26385092,,,,
Tambaram H.O,600045,H.O,Delivery,Tambaram,Chennai Region,Tamilnadu,Tambaram,Kanchipuram,TAMIL NADU,044-22266203,,,,
Arni H.O,632301,H.O,Delivery,Tiruvannamalai,Chennai Region,Tamilnadu,Arni,Tiruvannamalai,TAMIL NADU,04173-226909,,,,
Tiruvannamalai H.O,606601,H.O,Delivery,Tiruvannamalai,Chennai Region,Tamilnadu,Tiruvannamalai,Tiruvannamalai,TAMIL NADU,04175-253041,,,,
Vellore H.O,632001,H.O,Delivery,Vellore,Chennai Region,Tamilnadu,Vellore Taluk,Vellore,TAMIL NADU,0416-2223908,,,,
Coimbatore H.O,641001,H.O,Delivery,Coimbatore,Coimbatore,Tamilnadu,Coimbatore South,Coimbatore,TAMIL NADU,0422-2395637,,,,
Rathinasabapathy Puram H.O,641002,H.O,Delivery,Coimbatore,Coimbatore,Tamilnadu,Coimbatore South,Coimbatore,TAMIL NADU,0422-2553801,,,,
Dharmapuri H.O,636701,H.O,Delivery,Dharmapuri,Coimbatore,Tamilnadu,Dharmapuri,Dharmapuri,TAMIL NADU,04342-260143,,,,
Bhavani H.O,638301,H.O,Delivery,Erode,Coimbatore,Tamilnadu,Erode,Erode,TAMIL NADU,04256-233035,,,,
Erode H.O,638001,H.O,Delivery,Erode,Coimbatore,Tamilnadu,Erode,Erode,TAMIL NADU,0424-2259111,,,,
Gobichettipalayam H.O,638452,H.O,Delivery,Erode,Coimbatore,Tamilnadu,Erode,Erode,TAMIL NADU,04285-241028,,,,
Krishnagiri H.O,635001,H.O,Delivery,Krishnagiri,Coimbatore,Tamilnadu,Krishnagiri,Krishnagiri,TAMIL NADU,04343-236808,,,,
Namakkal H.O,637001,H.O,Delivery,Namakkal,Coimbatore,Tamilnadu,Namakkal,Namakkal,TAMIL NADU,04286-221251,,,,
Tiruchengodu H.O,637211,H.O,Delivery,Namakkal,Coimbatore,Tamilnadu,Tiruchengodu,Namakkal,TAMIL NADU,04288-252221,,,,
Coonoor H.O,643101,H.O,Delivery,Nilgiris,Coimbatore,Tamilnadu,Coonoor,Nilgiris,TAMIL NADU,0423-2232448,,,,
Udagamandalam H.O,643001,H.O,Delivery,Nilgiris,Coimbatore,Tamilnadu,Udagamandalam,Nilgiris,TAMIL NADU,0423-2443796,,,,
Pollachi H.O,642001,H.O,Delivery,Pollachi,Coimbatore,Tamilnadu,Pollachi,Coimbatore,TAMIL NADU,04259-229316,,,,
Udamalpet H.O,642126,H.O,Delivery,Pollachi,Coimbatore,Tamilnadu,Udamalpet,Coimbatore,TAMIL NADU,04252-223697,,,,
Atur H.O,636102,H.O,Delivery,Salem East,Coimbatore,Tamilnadu,Atur,Salem,TAMIL NADU,04282-240770,,,,
Salem H.O,636001,H.O,Delivery,Salem East,Coimbatore,Tamilnadu,Salem,Salem,TAMIL NADU,0427-2264844,,,,
Suramangalam H.O,636005,H.O,Delivery,Salem West,Coimbatore,Tamilnadu,Salem,Salem,TAMIL NADU,0427-2448677,,,,
Gudiyattam H.O,632602,H.O,Delivery,Tirupattur,Coimbatore,Tamilnadu,Gudiyattam,Vellore,TAMIL NADU,04171-220990,,,,
Tirupattur H.O,635601,H.O,Delivery,Tirupattur,Coimbatore,Tamilnadu,Tirupattur,Vellore,TAMIL NADU,04179-220578,,,,
Dharapuram H.O,638656,H.O,Delivery,Tirupur,Coimbatore,Tamilnadu,Dharapuram,Erode,TAMIL NADU,04258-220258,,,,
Mettupalayam H.O,641301,H.O,Delivery,Tirupur,Coimbatore,Tamilnadu,Mettupalayam,Coimbatore,TAMIL NADU,04254-222115,,,,
Tirupur H.O,641601,H.O,Delivery,Tirupur,Coimbatore,Tamilnadu,Tirupur,Coimbatore,TAMIL NADU,0421-2201550,,,,
Dindigul H.O,624001,H.O,Delivery,Dindigul,Madurai,Tamilnadu,Dindigul,Dindigul,TAMIL NADU,0451-2427503,,,,
Nilakottai H.O,624208,H.O,Delivery,Dindigul,Madurai,Tamilnadu,Dindigul,Dindigul,TAMIL NADU,04543-233638,,,,
Palani H.O,624601,H.O,Delivery,Dindigul,Madurai,Tamilnadu,Dindigul,Dindigul,TAMIL NADU,04545-242304,,,,
Nagercoil H.O,629001,H.O,Delivery,Kanniyakumari,Madurai,Tamilnadu,Agastheeswaram,Kanyakumari,TAMIL NADU,04652-232066,,,,
Thuckalay H.O,629175,H.O,Delivery,Kanniyakumari,Madurai,Tamilnadu,Kalkulam,Kanyakumari,TAMIL NADU,04651-250740,,,,
Devakottai H.O,630302,H.O,Delivery,Karaikudi,Madurai,Tamilnadu,Devakottai,Sivaganga,TAMIL NADU,04561-272308,,,,
Karaikudi H.O,630001,H.O,Delivery,Karaikudi,Madurai,Tamilnadu,Karaikudi,Sivaganga,TAMIL NADU,04565-238812,,,,
Kovilpatti H.O,628501,H.O,Delivery,Kovilpatti,Madurai,Tamilnadu,Kovilpatti,Tuticorin,TAMIL NADU,04632-220368,,,,
Sankarankovil H.O,627756,H.O,Delivery,Kovilpatti,Madurai,Tamilnadu,Sankarankovil,Tirunelveli,TAMIL NADU,04636-222313,,,,
Tenkasi H.O,627811,H.O,Delivery,Kovilpatti,Madurai,Tamilnadu,Tenkasi,Tirunelveli,TAMIL NADU,04633-222329,,,,
Arasaradi H.O,625016,H.O,Delivery,Madurai,Madurai,Tamilnadu,Madurai South,Madurai,TAMIL NADU,0452-2601982,,,,
Madurai H.O,625001,H.O,Delivery,Madurai,Madurai,Tamilnadu,Madurai South,Madurai,TAMIL NADU,0452-2345300,,,,
Tallakulam H.O,625002,H.O,Delivery,Madurai,Madurai,Tamilnadu,Madurai North,Madurai,TAMIL NADU,0452-2530146,,,,
Paramakudi H.O,623707,H.O,Delivery,Ramanathapuram,Madurai,Tamilnadu,Paramakudi,Ramanathapuram,TAMIL NADU,04564-226330,,,,
Ramanathapuram H.O,623501,H.O,Delivery,Ramanathapuram,Madurai,Tamilnadu,Ramanathapuram,Ramanathapuram,TAMIL NADU,04567-220338,,,,
Manamadurai H.O,630606,H.O,Delivery,Sivaganga,Madurai,Tamilnadu,Manamadurai,Sivaganga,TAMIL NADU,04574-268554,,,,
Sivaganga H.O,630561,H.O,Delivery,Sivaganga,Madurai,Tamilnadu,Sivaganga,Sivaganga,TAMIL NADU,04575-240289,,,,
Bodinayakanur H.O,625513,H.O,Delivery,Theni,Madurai,Tamilnadu,Bodinayakanur,Theni,TAMIL NADU,04546-280294,,,,
Periyakulam H.O,625601,H.O,Delivery,Theni,Madurai,Tamilnadu,Periyakulam,Theni,TAMIL NADU,04546-231346,,,,
Ambasamudram H.O,627401,H.O,Delivery,Tirunelveli,Madurai,Tamilnadu,Ambasamudram,Tirunelveli,TAMIL NADU,04634-250394,,,,
Palayankottai H.O,627002,H.O,Delivery,Tirunelveli,Madurai,Tamilnadu,Palayankottai,Tirunelveli,TAMIL NADU,0462-2568064,,,,
Tirunelveli H.O,627001,H.O,Delivery,Tirunelveli,Madurai,Tamilnadu,Tirunelveli,Tirunelveli,TAMIL NADU,0462-2322816,,,,
Srivaikuntam H.O,628601,H.O,Delivery,Tuticorin,Madurai,Tamilnadu,Srivaikuntam,Tuticorin,TAMIL NADU,04630-255240,,,,
Tiruchendur H.O,628215,H.O,Delivery,Tuticorin,Madurai,Tamilnadu,Tiruchendur,Tuticorin,TAMIL NADU,04639-242239,,,,
Tuticorin H.O,628001,H.O,Delivery,Tuticorin,Madurai,Tamilnadu,Thoothukkudi,Tuticorin,TAMIL NADU,0461-2320309,,,,
Aruppukottai H.O,626101,H.O,Delivery,Virudhunagar,Madurai,Tamilnadu,Aruppukkottai,Virudhunagar,TAMIL NADU,04566-220503,,,,
Rajapalayam H.O,626117,H.O,Delivery,Virudhunagar,Madurai,Tamilnadu,Rajapalayam,Virudhunagar,TAMIL NADU,04563-222240,,,,
Sivakasi H.O,626123,H.O,Delivery,Virudhunagar,Madurai,Tamilnadu,Sivakasi,Virudhunagar,TAMIL NADU,04562-220150,,,,
Virudhunagar H.O,626001,H.O,Delivery,Virudhunagar,Madurai,Tamilnadu,Virudhunagar,Virudhunagar,TAMIL NADU,04562-243232,,,,
Chidambaram H.O,608001,H.O,Delivery,Cuddalore,Tiruchy,Tamilnadu,,Cuddalore,TAMIL NADU,04144-230500,,,,
Cuddalore H.O,607001,H.O,Delivery,Cuddalore,Tiruchy,Tamilnadu,Cuddalore,Cuddalore,TAMIL NADU,04142-222493,,,,
Karur H.O,639001,H.O,Delivery,Karur,Tiruchy,Tamilnadu,Karur,Karur,TAMIL NADU,04324-260029,,,,
Kulittalai H.O,639104,H.O,Delivery,Karur,Tiruchy,Tamilnadu,Kulittalai,Karur,TAMIL NADU,04323-222068,,,,
Kumbakonam H.O,612001,H.O,Delivery,Kumbakonam,Tiruchy,Tamilnadu,Kumbakonam,Thanjavur,TAMIL NADU,0435-2420411,,,,
Melakaveri H.O,612002,H.O,Delivery,Kumbakonam,Tiruchy,Tamilnadu,Kumbakonam,Thanjavur,TAMIL NADU,0435-2481188,,,,
Mayiladuthurai H.O,609001,H.O,Delivery,Mayiladuthurai,Tiruchy,Tamilnadu,Mayiladuthurai,Nagapattinam,TAMIL NADU,04364-223228,,,,
Sirkali H.O,609110,H.O,Delivery,Mayiladuthurai,Tiruchy,Tamilnadu,Sirkali Tk,Nagapattinam,TAMIL NADU,04364-270580,,,,
Nagapattinam H.O,611001,H.O,Delivery,Nagapattinam,Tiruchy,Tamilnadu,Nagapattinam,Nagapattinam,TAMIL NADU,04365-242022,,,,
Tiruvarur H.O,610001,H.O,Delivery,Nagapattinam,Tiruchy,Tamilnadu,Thiruvarur,Tiruvarur,TAMIL NADU,04366-222022,,,,
Pattukottai H.O,614601,H.O,Delivery,Pattukottai,Tiruchy,Tamilnadu,Pattukottai,Thanjavur,TAMIL NADU,04373-252078,,,,
Tiruturaipundi H.O,614713,H.O,Delivery,Pattukottai,Tiruchy,Tamilnadu,Tiruturaipundi,Tiruvarur,TAMIL NADU,04369-222460,,,,
Pudukkottai H.O,622001,H.O,Delivery,Pudukkottai,Tiruchy,Tamilnadu,Pudukkottai,Pudukkottai,TAMIL NADU,04322-220722,,,,
Perambalur H.O,621212,H.O,Delivery,Srirangam,Tiruchy,Tamilnadu,Perambalur,Perambalur,TAMIL NADU,04328-276367,,,,
Srirangam H.O,620006,H.O,Delivery,Srirangam,Tiruchy,Tamilnadu,Srirangam,Tiruchirappalli,TAMIL NADU,0431-2432389,,,,
Turaiyur H.O,621010,H.O,Delivery,Srirangam,Tiruchy,Tamilnadu,Turaiyur,Tiruchirappalli,TAMIL NADU,04327-222790,,,,
Mannargudi H.O,614001,H.O,Delivery,Thanjavur,Tiruchy,Tamilnadu,Mannargudi,Tiruvarur,TAMIL NADU,04367-250009,,,,
Papanasam H.O,614205,H.O,Delivery,Thanjavur,Tiruchy,Tamilnadu,Papanasam,Thanjavur,TAMIL NADU,04374-222421,,,,
Thanjavur H.O,613001,H.O,Delivery,Thanjavur,Tiruchy,Tamilnadu,Thanjavur,Thanjavur,TAMIL NADU,04362-231022,,,,
Lalgudi H.O,621601,H.O,Delivery,Tiruchirapalli,Tiruchy,Tamilnadu,Lalgudi,Tiruchirappalli,TAMIL NADU,0431-2542489,,,,
Tiruchirappalli H.O,620001,H.O,Delivery,Tiruchirapalli,Tiruchy,Tamilnadu,Tiruchirappalli,Tiruchirappalli,TAMIL NADU,0431-2466255,,,,
Kallakurichi H.O,606202,H.O,Delivery,Vriddhachalam,Tiruchy,Tamilnadu,Kallakurichi,Villupuram,TAMIL NADU,04151-222441,,,,
Tirukkoyilur H.O,605757,H.O,Delivery,Vriddhachalam,Tiruchy,Tamilnadu,Tirukkoyilur,Villupuram,TAMIL NADU,04153-252328,,,,
Vriddhachalam H.O,606001,H.O,Delivery,Vriddhachalam,Tiruchy,Tamilnadu,Vriddhachalam,Cuddalore,TAMIL NADU,04143-260293,,,,
Agra Fort H.O,282003,H.O,Delivery,Agra,Agra,Uttar Pradesh,,Agra,UTTAR PRADESH,0562-2460761,,,,
Agra H.O,282001,H.O,Delivery,Agra,Agra,Uttar Pradesh,,Agra,UTTAR PRADESH,0562-2463886,,,,
Aligarh H.O,202001,H.O,Delivery,Aligarh,Agra,Uttar Pradesh,Aligarh,Aligarh,UTTAR PRADESH,0571-2705155,,,,
Bulandshahr H.O,203001,H.O,Delivery,Bulandshahar,Agra,Uttar Pradesh,Bulandshahr,Bulandshahr,UTTAR PRADESH,05732-252802,,,,
Khurja H.O,203131,H.O,Delivery,Bulandshahar,Agra,Uttar Pradesh,Khurja,Bulandshahr,UTTAR PRADESH,05738-247440,,,,
Etah H.O,207001,H.O,Delivery,Etah,Agra,Uttar Pradesh,Etah,Etah,UTTAR PRADESH,05742-230684,,,,
Auraiya H.O,206122,H.O,Delivery,Etawah,Agra,Uttar Pradesh,Auraiya,Auraiya,UTTAR PRADESH,05683-244957,,,,
Etawah H.O,206001,H.O,Delivery,Etawah,Agra,Uttar Pradesh,Etawah,Etawah,UTTAR PRADESH,05688-254319,,,,
Jhansi H.O,284001,H.O,Delivery,Jhansi,Agra,Uttar Pradesh,Jhansi,Jhansi,UTTAR PRADESH,0510-2470929,,,,
Lalitpur H.O,284403,H.O,Delivery,Jhansi,Agra,Uttar Pradesh,Lalitpur,Lalitpur,UTTAR PRADESH,05176-272402,,,,
Orai H.O,285001,H.O,Delivery,Jhansi,Agra,Uttar Pradesh,Orai,Jalaun,UTTAR PRADESH,05162-252242,,,,
Firozabad H.O,283203,H.O,Delivery,Mainpuri,Agra,Uttar Pradesh,Firozabad,Firozabad,UTTAR PRADESH,05612-241147,,,,
Mainpuri H.O,205001,H.O,Delivery,Mainpuri,Agra,Uttar Pradesh,Mainpuri,Mainpuri,UTTAR PRADESH,05672-234618,,,,
Mathura H.O,281001,H.O,Delivery,Mathura,Agra,Uttar Pradesh,Mathura,Mathura,UTTAR PRADESH,0565-2403981,,,,
Allahabad H.O,211001,H.O,Delivery,Allahabad,Allahabad,Uttar Pradesh,Allahabad **,Allahabad,UTTAR PRADESH,0532-2622992,,,,
Allahabad Kty. H.O,211002,H.O,Delivery,Allahabad,Allahabad,Uttar Pradesh,Allahabad,Allahabad,UTTAR PRADESH,0532-2548200,,,,
Ghazipur H.O,233001,H.O,Delivery,Ghazipur,Allahabad,Uttar Pradesh,Ghazipur,Ghazipur,UTTAR PRADESH,0548-2221386,,,,
Jaunpur H.O,222001,H.O,Delivery,Jaunpur,Allahabad,Uttar Pradesh,Jaunpur,Jaunpur,UTTAR PRADESH,05452-242848,,,,
Mirzapur H.O,231001,H.O,Delivery,Mirzapur,Allahabad,Uttar Pradesh,Sadar,Mirzapur,UTTAR PRADESH,05442-252167,,,,
Pratapgarh H.O,230001,H.O,Delivery,Pratapgarh,Allahabad,Uttar Pradesh,Pratapgarh,Pratapgarh,UTTAR PRADESH,05342-220635,,,,
Varanasi H.O,221001,H.O,Delivery,Varanasi East,Allahabad,Uttar Pradesh,Varanasi,Varanasi,UTTAR PRADESH,0542-2330050,,,,
Varanasi Cantt H.O,221002,H.O,Delivery,Varanasi West,Allahabad,Uttar Pradesh,Varanasi,Varanasi,UTTAR PRADESH,0542-2504150,,,,
Bareilly H.O,243001,H.O,Delivery,Bareilly,Bareilly,Uttar Pradesh,Bareilly ,Bareilly,UTTAR PRADESH,0581-2424158,,,,
Pilibhit H.O,262001,H.O,Delivery,Bareilly,Bareilly,Uttar Pradesh,Pilibhit,Pilibhit,UTTAR PRADESH,05882-255465,,,,
Bijnor H.O,246701,H.O,Delivery,Bijnor,Bareilly,Uttar Pradesh,Bijnor,Bijnor,UTTAR PRADESH,01342-262640,,,,
Dhampur H.O,246761,H.O,Delivery,Bijnor,Bareilly,Uttar Pradesh,Dhampur,Bijnor,UTTAR PRADESH,01344-230097,,,,
Budaun H.O,243601,H.O,Delivery,Budaun,Bareilly,Uttar Pradesh,Budaun,Budaun,UTTAR PRADESH,05832-267186,,,,
Hardoi H.O,241001,H.O,Delivery,Hardoi,Bareilly,Uttar Pradesh,Hardoi,Hardoi,UTTAR PRADESH,05852-234246,,,,
Kheri H.O,262701,H.O,Delivery,Kheri,Bareilly,Uttar Pradesh,Lakhimpur,Kheri,UTTAR PRADESH,05872-252302,,,,
Baraut H.O,250611,H.O,Delivery,Meerut,Bareilly,Uttar Pradesh,Baraut,Bagpat,UTTAR PRADESH,01234-262211,,,,
Meerut Cantt H.O,250001,H.O,Delivery,Meerut,Bareilly,Uttar Pradesh,Meerut,Meerut,UTTAR PRADESH,0121-2643588,,,,
Meerut City H.O,250002,H.O,Delivery,Meerut,Bareilly,Uttar Pradesh,Meerut,Meerut,UTTAR PRADESH,0121-2420687,,,,
Amroha H.O,244221,H.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Amroha,Jyotiba Phule Nagar,UTTAR PRADESH,05922-259600,,,,
Moradabad H.O,244001,H.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Moradabad,Moradabad,UTTAR PRADESH,0591-2415639,,,,
Rampur H.O,244901,H.O,Delivery,Moradabad,Bareilly,Uttar Pradesh,Rampur,Rampur,UTTAR PRADESH,0595-2327133,,,,
Muzaffarnagar H.O,251001,H.O,Delivery,Muzaffarnagar,Bareilly,Uttar Pradesh,Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH,0131-2605472,,,,
Saharanpur H.O,247001,H.O,Delivery,Saharanpur,Bareilly,Uttar Pradesh,Saharanpur,Saharanpur,UTTAR PRADESH,0132-2724420,,,,
Shahjahanpur H.O,242001,H.O,Delivery,Shahjahanpur,Bareilly,Uttar Pradesh,Shahjahanpur,Shahjahanpur,UTTAR PRADESH,05842-225465,,,,
Azamgarh H.O,276001,H.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Sadar,Azamgarh,UTTAR PRADESH,05462-220014,,,,
Mau H.O,275101,H.O,Delivery,Azamgarh,Gorakhpur,Uttar Pradesh,Sadar,Mau,UTTAR PRADESH,0547-2220812,,,,
Bahraich H.O,271801,H.O,Delivery,Bahraich,Gorakhpur,Uttar Pradesh,Bahraich,Bahraich,UTTAR PRADESH,05252-232838,,,,
Ballia H.O,277001,H.O,Delivery,Ballia,Gorakhpur,Uttar Pradesh,Ballia,Ballia,UTTAR PRADESH,05498-212331,,,,
Rasra H.O,221712,H.O,Delivery,Ballia,Gorakhpur,Uttar Pradesh,Rasra,Ballia,UTTAR PRADESH,05491-226033,,,,
Bansi H.O,272153,H.O,Delivery,Basti,Gorakhpur,Uttar Pradesh,Basti,Basti,UTTAR PRADESH,05545-255253,,,,
Basti H.O,272001,H.O,Delivery,Basti,Gorakhpur,Uttar Pradesh,Basti,Basti,UTTAR PRADESH,05542-282348,,,,
Deoria H.O,274001,H.O,Delivery,Deoria,Gorakhpur,Uttar Pradesh,,Deoria,UTTAR PRADESH,05568-222694,,,,
Padrauna H.O,274304,H.O,Delivery,Deoria,Gorakhpur,Uttar Pradesh,,Kushinagar,UTTAR PRADESH,05564-245015,,,,
Balrampur H.O,271201,H.O,Delivery,Gonda,Gorakhpur,Uttar Pradesh,Balrampur,Balrampur,UTTAR PRADESH,05263-235993,,,,
Gonda H.O,271001,H.O,Delivery,Gonda,Gorakhpur,Uttar Pradesh,Gonda,Gonda,UTTAR PRADESH,05262-231336,,,,
Gorakhpur H.O,273001,H.O,Delivery,Gorakhpur,Gorakhpur,Uttar Pradesh,Gorakhpur,Gorakhpur,UTTAR PRADESH,0551-2334158,,,,
Kunraghat H.O,273008,H.O,Delivery,Gorakhpur,Gorakhpur,Uttar Pradesh,Gorakhpur Sadar,Gorakhpur,UTTAR PRADESH,0551-2273542,,,,
Banda H.O,210001,H.O,Delivery,Banda,Kanpur,Uttar Pradesh,Banda,Banda,UTTAR PRADESH,05192-221610,,,,
Hamirpur H.O,210301,H.O,Delivery,Banda,Kanpur,Uttar Pradesh,Hamirpur,Hamirpur,UTTAR PRADESH,05282-222323,,,,
Fatehgarh H.O,209601,H.O,Delivery,Fatehgarh,Kanpur,Uttar Pradesh,Farrukhabad,Farrukhabad,UTTAR PRADESH,05692-234626,,,,
Fatehpur H.O,212601,H.O,Delivery,Fatehpur,Kanpur,Uttar Pradesh,Fatehpur,Fatehpur,UTTAR PRADESH,05180-224436,,,,
Kanpur Cantt. H.O,208004,H.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Cantt.,Kanpur Nagar,UTTAR PRADESH,0512-2380823,,,,
Kanpur H.O,208001,H.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Bara Chauraha,Kanpur Nagar,UTTAR PRADESH,0512-2306168,,,,
Nawabganj H.O,208002,H.O,Delivery,Kanpur City,Kanpur,Uttar Pradesh,Nawabganj,Kanpur Nagar,UTTAR PRADESH,0512-2563250,,,,
Unnao H.O,209801,H.O,Delivery,Kanpur Moffusil,Kanpur,Uttar Pradesh,Unnao,Unnao,UTTAR PRADESH,0515-2820247,,,,
Barabanki H.O,225001,H.O,Delivery,Barabanki,Lucknow  HQ,Uttar Pradesh,Nawabganj ,Barabanki,UTTAR PRADESH,05248-222273,,,,
Akbarpur H.O,224122,H.O,Delivery,Faizabad,Lucknow  HQ,Uttar Pradesh,Akbarpur,Ambedkar Nagar,UTTAR PRADESH,05271-244160,,,,
Faizabad H.O,224001,H.O,Delivery,Faizabad,Lucknow  HQ,Uttar Pradesh,Faizabad,Faizabad,UTTAR PRADESH,05278-222301,,,,
Ghaziabad H.O,201001,H.O,Delivery,Ghaziabad,Lucknow  HQ,Uttar Pradesh,Ghaziabad,Ghaziabad,UTTAR PRADESH,0120-2791051,,,,
Hapur H.O,245101,H.O,Delivery,Ghaziabad,Lucknow  HQ,Uttar Pradesh,Hapur,Ghaziabad,UTTAR PRADESH,0122-234071,,,,
Noida H.O,201301,H.O,Delivery,Ghaziabad,Lucknow  HQ,Uttar Pradesh,Noida,Gautam Buddha Nagar,UTTAR PRADESH,0120-2546189,,,,
